loyalty_number,segment_name,churn_probability,risk_tier,recency_months,alltime_total_flights_sum,months_inactive,churned,action,channel,timing,goal,cost_usd,est_retention_lift,action_key,clv_proxy,est_roi
711319,At Risk Premium,0.9978994074095373,High Risk,21.0,2,21,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,8388.72,2067.18
711363,Frequent Redeemers,0.9200605325876992,High Risk,1.0,30,1,1,Earn 3x Miles for Next 30 Days,App Notification + Email,Immediate,Boost frequency among moderate flyers,12,0.1,mileage_bonus,4064.11,394.41
711490,Dormant Members,0.1277012505629689,Low Risk,0.0,25,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4825.26,95.51
711500,Frequent Redeemers,0.09293125751008179,Low Risk,0.0,32,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8034.52,159.69
711510,Seasonal Travelers,0.13321356827125014,Low Risk,1.0,64,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2566.4,50.33
711541,Frequent Redeemers,0.6258421289062485,Medium Risk,3.0,39,3,0,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,2684.58,317.15
711552,Frequent Redeemers,0.0014007231395261068,Low Risk,0.0,34,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9718.46,193.37
711565,Dormant Members,0.18676380777610313,Low Risk,1.0,25,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,20096.89,400.94
711567,Seasonal Travelers,0.011381508703760786,Low Risk,0.0,43,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5308.29,105.17
711571,At Risk Premium,0.9941504591910254,High Risk,15.0,15,15,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,2523.07,600.77
711577,Frequent Redeemers,5.815012957792785e-05,Low Risk,0.0,35,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5319.84,105.4
711605,High Value Loyalists,0.0002477916926685258,Low Risk,0.0,5,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,41103.24,821.06
711625,Frequent Redeemers,0.0008045708057818766,Low Risk,0.0,41,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9012.92,179.26
711680,Frequent Redeemers,0.0006174592726973232,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,26413.55,527.27
711775,High Value Loyalists,0.9999158713393631,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,6689.02,1956.71
711795,Seasonal Travelers,0.007369006838222751,Low Risk,0.0,48,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6647.85,131.96
711823,Frequent Redeemers,0.00011636724882098621,Low Risk,0.0,34,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7398.87,146.98
711853,Seasonal Travelers,0.8525634171516697,High Risk,0.0,43,0,0,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,11039.32,3261.8
711864,Frequent Redeemers,0.0005343134662130438,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6661.18,132.22
711874,Seasonal Travelers,0.015132522270084851,Low Risk,0.0,44,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2335.88,45.72
712026,Frequent Redeemers,0.011177067068589498,Low Risk,1.0,41,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6846.15,135.92
712062,Dormant Members,0.04156783781879011,Low Risk,0.0,27,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4570.67,90.41
712114,Seasonal Travelers,0.9683649828662027,High Risk,0.0,52,0,0,Earn 3x Miles for Next 30 Days,App Notification + Email,Immediate,Boost frequency among moderate flyers,12,0.1,mileage_bonus,3235.36,311.54
712130,Frequent Redeemers,0.0014431580918826835,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4130.63,81.61
712132,High Value Loyalists,0.9999222774076556,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,7069.74,2070.92
712220,High Value Loyalists,0.14514156805924805,Low Risk,0.0,5,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6073.24,120.46
712236,Dormant Members,0.0017989100190132891,Low Risk,0.0,25,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2430.51,47.61
712248,Dormant Members,0.06615375121378968,Low Risk,2.0,25,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4407.97,87.16
712362,Dormant Members,0.0886345201529726,Low Risk,1.0,27,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4686.47,92.73
712426,Seasonal Travelers,0.23070538550458305,Low Risk,1.0,46,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,18399.83,367.0
712521,Dormant Members,0.8365546644956764,High Risk,4.0,31,4,0,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,2849.25,336.91
712584,Seasonal Travelers,0.6419929752541323,Medium Risk,0.0,49,0,0,Seasonal Travel Offer (targeted destination discount),Email + App Push,4-6 weeks before typical travel season,Capture seasonal travel intent early,20,0.16,seasonal_offer,2716.19,414.59
712590,Frequent Redeemers,0.7927908301530405,High Risk,0.0,34,0,0,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,8256.3,2426.89
712605,Frequent Redeemers,0.00016771923368667064,Low Risk,0.0,35,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6089.77,120.8
712636,At Risk Premium,0.9996149885308825,High Risk,17.0,8,17,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,10439.5,2579.88
712874,High Value Loyalists,0.9999395066205705,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,16261.17,4828.35
713039,Dormant Members,0.0005205638775573838,Low Risk,0.0,17,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6685.8,132.72
713067,At Risk Premium,0.9982178574951701,High Risk,23.0,1,23,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,25464.82,6336.2
713085,Frequent Redeemers,0.0007347118067429554,Low Risk,0.0,43,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6806.49,135.13
713094,Seasonal Travelers,0.06326199222759986,Low Risk,1.0,52,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,23594.68,470.89
713132,Seasonal Travelers,0.013993419441803377,Low Risk,0.0,53,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6285.48,124.71
713236,Frequent Redeemers,0.005098297865583139,Low Risk,0.0,40,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9988.79,198.78
713257,Frequent Redeemers,0.0019877921349412565,Low Risk,0.0,31,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2374.8,46.5
713299,Frequent Redeemers,0.5330265070860462,Medium Risk,1.0,30,1,0,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,6722.7,801.72
713329,Seasonal Travelers,0.016960941790280053,Low Risk,0.0,47,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4685.5,92.71
713406,Seasonal Travelers,0.9852860499746153,High Risk,0.0,51,0,0,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,21768.7,6480.61
713423,Seasonal Travelers,0.008660224059888538,Low Risk,1.0,51,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4121.25,81.42
713465,Seasonal Travelers,0.0004264598504507066,Low Risk,0.0,48,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9112.04,181.24
713520,At Risk Premium,0.9833375942467734,High Risk,17.0,17,17,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,2541.52,605.38
713580,Frequent Redeemers,0.0006486181634431119,Low Risk,0.0,32,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4853.53,96.07
713636,Dormant Members,0.16481011026998402,Low Risk,4.0,29,4,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4212.8,83.26
713831,Seasonal Travelers,0.0011465728245110235,Low Risk,1.0,48,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9435.54,187.71
713853,Frequent Redeemers,0.003013540884802074,Low Risk,0.0,43,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,10080.37,200.61
713981,At Risk Premium,0.9888583709794694,High Risk,15.0,20,15,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,6117.03,1499.26
713998,Seasonal Travelers,0.0005797560784249367,Low Risk,0.0,44,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4549.08,89.98
714121,Frequent Redeemers,0.18491941288231,Low Risk,1.0,41,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8169.51,162.39
714123,Frequent Redeemers,0.005185247686964904,Low Risk,1.0,39,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5595.39,110.91
714161,High Value Loyalists,0.9997428026531756,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,26416.25,7874.88
714163,Dormant Members,0.2520972228232915,Low Risk,1.0,22,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6521.37,129.43
714206,Frequent Redeemers,0.6464925949535535,Medium Risk,3.0,40,3,0,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,6950.1,829.01
714270,Seasonal Travelers,0.03420079120792173,Low Risk,2.0,50,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5437.44,107.75
714316,Seasonal Travelers,0.37489855478682904,Low Risk,1.0,42,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3527.4,69.55
714379,Dormant Members,0.0002592152946941664,Low Risk,0.0,27,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,10820.0,215.4
714536,Seasonal Travelers,0.04435033302125902,Low Risk,0.0,48,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7573.34,150.47
714555,Seasonal Travelers,0.003531981840374298,Low Risk,0.0,45,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4299.84,85.0
714757,Seasonal Travelers,0.004488082984031968,Low Risk,0.0,42,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6671.77,132.44
714825,Frequent Redeemers,0.013050748065548443,Low Risk,1.0,32,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5157.05,102.14
714840,High Value Loyalists,0.007155737753216142,Low Risk,0.0,4,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,33279.77,664.6
714939,Seasonal Travelers,0.03503653162774974,Low Risk,2.0,49,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2819.11,55.38
714944,Dormant Members,0.022894921743334393,Low Risk,1.0,29,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7636.28,151.73
714962,Frequent Redeemers,0.5103298632640788,Medium Risk,4.0,37,4,0,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,10083.49,1205.02
715015,Frequent Redeemers,0.009511464949149367,Low Risk,0.0,33,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4884.16,96.68
715184,Dormant Members,0.05816608477240284,Low Risk,2.0,14,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6715.29,133.31
715255,Dormant Members,0.0021545744626894443,Low Risk,1.0,15,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2915.65,57.31
715271,Frequent Redeemers,0.0014782280313562729,Low Risk,0.0,41,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,21569.34,430.39
715300,Frequent Redeemers,0.06483892439993914,Low Risk,2.0,33,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9120.07,181.4
715369,Seasonal Travelers,0.0013520789466523163,Low Risk,0.0,40,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2797.76,54.96
715462,Frequent Redeemers,0.009367640272532741,Low Risk,1.0,35,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4792.83,94.86
715514,Dormant Members,0.002440170354773667,Low Risk,0.0,21,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5595.76,110.92
715555,High Value Loyalists,0.9730960348758492,High Risk,8.0,5,8,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5297.63,1539.29
715640,Frequent Redeemers,0.44016583326588865,Medium Risk,3.0,41,3,0,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,2681.33,316.76
715645,Frequent Redeemers,0.10329089810376794,Low Risk,0.0,30,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4882.07,96.64
715668,At Risk Premium,0.995996722876866,High Risk,14.0,2,14,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,4698.35,1144.59
715678,Frequent Redeemers,1.984667821858245e-05,Low Risk,0.0,33,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7653.28,152.07
715689,Frequent Redeemers,0.0751118629468941,Low Risk,2.0,32,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3683.79,72.68
715764,Dormant Members,0.15011005932057697,Low Risk,1.0,23,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4253.28,84.07
715792,Frequent Redeemers,0.8197036725406333,High Risk,7.0,39,7,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,17263.64,5129.09
715797,High Value Loyalists,4.116482360066927e-05,Low Risk,0.0,4,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,15000.84,299.02
715817,Frequent Redeemers,0.7442692929776819,High Risk,5.0,43,5,0,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5271.37,1531.41
715947,Frequent Redeemers,0.012015530591094226,Low Risk,0.0,35,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7268.74,144.37
716019,High Value Loyalists,0.0022375326271964,Low Risk,2.0,10,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9080.64,180.61
716068,Frequent Redeemers,0.002216248769186658,Low Risk,0.0,41,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,11030.66,219.61
716197,Frequent Redeemers,0.9653856365438988,High Risk,0.0,32,0,0,Earn 3x Miles for Next 30 Days,App Notification + Email,Immediate,Boost frequency among moderate flyers,12,0.1,mileage_bonus,3460.67,334.07
716236,At Risk Premium,0.9980555035277815,High Risk,15.0,15,15,1,Win-Back: 50% Bonus Miles on Next 2 Flights,Email + SMS,After 3 months inactivity,Re-activate dormant customers before permanent churn,30,0.25,winback_discount,5421.54,1325.38
716294,Frequent Redeemers,0.021458745235555195,Low Risk,0.0,34,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2641.45,51.83
716360,Frequent Redeemers,0.07846002932656337,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3000.44,59.01
716362,Frequent Redeemers,0.04403160125313366,Low Risk,0.0,42,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2484.75,48.7
716371,High Value Loyalists,0.9999409955227558,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,9487.72,2796.32
716393,Seasonal Travelers,0.0003052530384804368,Low Risk,0.0,45,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5065.94,100.32
716435,High Value Loyalists,0.9999010091961953,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,4962.21,1438.66
716533,Seasonal Travelers,0.0004795729019574535,Low Risk,0.0,45,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9112.04,181.24
716548,Seasonal Travelers,0.00012165164464618723,Low Risk,0.0,52,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,18131.19,361.62
716589,Dormant Members,0.0008574175392079669,Low Risk,0.0,17,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9816.53,195.33
716690,Frequent Redeemers,0.00045088690406449645,Low Risk,0.0,39,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8216.39,163.33
716750,Dormant Members,0.02819888211569739,Low Risk,2.0,26,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3630.27,71.61
716785,Frequent Redeemers,0.2772098140344258,Low Risk,2.0,31,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5597.12,110.94
716812,Seasonal Travelers,0.01077580165538725,Low Risk,0.0,45,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5838.9,115.78
716863,Frequent Redeemers,0.10995292530791545,Low Risk,1.0,33,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,10439.5,207.79
716932,Dormant Members,0.029092070770407475,Low Risk,1.0,26,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6766.56,134.33
716948,Frequent Redeemers,0.0033549063374784622,Low Risk,0.0,39,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3423.82,67.48
716961,Seasonal Travelers,0.005981909303209559,Low Risk,0.0,47,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8826.96,175.54
717026,Seasonal Travelers,0.00011183293898956916,Low Risk,0.0,49,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5946.67,117.93
717100,Seasonal Travelers,0.11657940980314553,Low Risk,3.0,47,3,1,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,1898.68,36.97
717150,Frequent Redeemers,0.08393158108973763,Low Risk,3.0,41,3,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7292.95,144.86
717229,Seasonal Travelers,0.00017037305423684476,Low Risk,0.0,42,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,27937.75,557.76
717232,Seasonal Travelers,0.00949616064507981,Low Risk,2.0,61,2,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5794.68,114.89
717250,Seasonal Travelers,0.0067953603893289045,Low Risk,0.0,38,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,10552.17,210.04
717308,Frequent Redeemers,0.7498618097406916,High Risk,6.0,39,6,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,7712.44,2263.73
717359,High Value Loyalists,0.004437152124446369,Low Risk,0.0,13,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,14666.23,292.32
717407,Frequent Redeemers,0.0008733349008572542,Low Risk,0.0,41,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7805.31,155.11
717459,Frequent Redeemers,0.004039268092661066,Low Risk,1.0,33,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8828.83,175.58
717521,Seasonal Travelers,0.5050028493086888,Medium Risk,3.0,39,3,0,Seasonal Travel Offer (targeted destination discount),Email + App Push,4-6 weeks before typical travel season,Capture seasonal travel intent early,20,0.16,seasonal_offer,12913.5,2046.16
717565,Seasonal Travelers,0.03345988702756232,Low Risk,0.0,52,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,3417.95,67.36
717632,Frequent Redeemers,3.332134142740278e-05,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,32144.65,641.89
717660,Dormant Members,0.005928870017282205,Low Risk,1.0,26,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4293.01,84.86
717700,Seasonal Travelers,0.012632806231588438,Low Risk,0.0,49,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4315.79,85.32
717762,Dormant Members,0.8318266531885071,High Risk,4.0,21,4,1,Expiring Points Reminder + Bonus Redemption Offer,Email,60 days before expiry,Drive redemption activity and re-engagement,5,0.12,expiring_points,2574.02,303.88
717772,High Value Loyalists,0.9999190835325888,High Risk,0.0,0,999,1,High-Value Customer Dedicated Account Manager Outreach,Phone + Email,Within 24h of risk detection,Protect highest-CLV customers with white-glove service,50,0.3,clv_protection,5282.54,1534.76
717780,Frequent Redeemers,0.293307959986277,Low Risk,3.0,34,3,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2796.8,54.94
717806,Frequent Redeemers,0.03237782849051417,Low Risk,1.0,29,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4652.91,92.06
717891,Frequent Redeemers,0.0008363860387566182,Low Risk,1.0,42,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,12324.27,245.49
718029,Seasonal Travelers,0.031155307918440674,Low Risk,1.0,50,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,5068.26,100.37
718031,Frequent Redeemers,0.0014674431322752892,Low Risk,0.0,36,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,4639.04,91.78
718199,High Value Loyalists,2.1245827063128925e-05,Low Risk,0.0,4,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,7627.03,151.54
718227,Dormant Members,0.1170277888950318,Low Risk,4.0,21,4,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,24238.66,483.77
718409,Frequent Redeemers,0.000335371496512102,Low Risk,0.0,39,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,6039.02,119.78
718454,High Value Loyalists,1.6183477966023637e-05,Low Risk,0.0,2,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8415.68,167.31
718491,Dormant Members,0.01052536392060676,Low Risk,1.0,17,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,27279.34,544.59
718516,Dormant Members,0.0003735432545821632,Low Risk,1.0,26,1,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8481.31,168.63
718655,Frequent Redeemers,0.3162665456234601,Low Risk,0.0,36,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,2452.74,48.05
718745,Frequent Redeemers,0.01570184889176058,Low Risk,0.0,37,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,9295.41,184.91
718752,Seasonal Travelers,0.0180516426752327,Low Risk,0.0,42,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,21404.36,427.09
718764,Seasonal Travelers,0.004372801374310791,Low Risk,0.0,54,0,0,No Immediate Action Required,Standard Newsletter,Monthly cycle,Maintain awareness,1,0.02,no_action,8276.44,164.53
