loyalty_number,segment_id,segment_name,recency,frequency,monetary,R_score,F_score,M_score,RFM_score
818077,1,Frequent Redeemers,0.0,34,47648.0,5,4,4,13
818114,1,Frequent Redeemers,0.0,39,55149.0,5,3,3,11
818271,1,Frequent Redeemers,0.0,30,47074.0,5,4,4,13
818329,2,High Value Loyalists,0.0,9,10284.0,5,5,5,15
818391,2,High Value Loyalists,0.0,11,14318.0,5,5,5,15
818454,3,Dormant Members,1.0,31,41226.0,5,4,2,11
818484,3,Dormant Members,0.0,30,39922.0,5,4,2,11
818567,4,Seasonal Travelers,0.0,57,85388.0,5,1,1,7
818597,3,Dormant Members,3.0,33,35436.0,4,4,2,10
818616,1,Frequent Redeemers,0.0,38,56418.0,5,3,3,11
818864,4,Seasonal Travelers,4.0,46,60998.0,4,1,3,8
818870,3,Dormant Members,0.0,26,45942.0,5,2,4,11
818881,4,Seasonal Travelers,0.0,45,72075.0,5,1,1,7
818886,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
818940,1,Frequent Redeemers,0.0,33,49019.0,5,4,4,13
818995,1,Frequent Redeemers,2.0,41,55330.0,4,3,3,10
819055,4,Seasonal Travelers,1.0,41,71490.0,5,3,1,9
819077,1,Frequent Redeemers,1.0,31,51477.0,5,4,4,13
819149,4,Seasonal Travelers,0.0,48,83472.0,5,1,1,7
819246,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
819255,2,High Value Loyalists,1.0,10,13922.0,5,5,5,15
819267,4,Seasonal Travelers,0.0,46,74355.0,5,1,1,7
819315,3,Dormant Members,2.0,17,27812.0,4,2,2,8
819375,4,Seasonal Travelers,2.0,42,73609.0,4,3,1,8
819448,2,High Value Loyalists,2.0,5,4656.0,4,5,5,14
819497,1,Frequent Redeemers,0.0,44,58463.0,5,1,3,9
819498,2,High Value Loyalists,0.0,9,12840.0,5,5,5,15
819521,4,Seasonal Travelers,2.0,40,67020.0,4,3,1,8
819569,1,Frequent Redeemers,0.0,39,54941.0,5,3,3,11
819592,1,Frequent Redeemers,1.0,31,48392.0,5,4,4,13
819664,1,Frequent Redeemers,1.0,38,54466.0,5,3,3,11
819718,4,Seasonal Travelers,0.0,43,72781.0,5,3,1,9
819765,4,Seasonal Travelers,0.0,60,100036.0,5,1,1,7
819809,1,Frequent Redeemers,0.0,30,45565.0,5,4,4,13
819842,1,Frequent Redeemers,0.0,42,59862.0,5,3,3,11
819924,3,Dormant Members,0.0,25,44680.0,5,2,4,11
819969,4,Seasonal Travelers,1.0,47,77934.0,5,1,1,7
820164,1,Frequent Redeemers,0.0,31,44692.0,5,4,4,13
820187,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
820204,1,Frequent Redeemers,2.0,36,52172.0,4,4,4,12
820223,1,Frequent Redeemers,0.0,39,58661.0,5,3,3,11
820265,2,High Value Loyalists,0.0,6,9123.0,5,5,5,15
820341,1,Frequent Redeemers,2.0,31,44943.0,4,4,4,12
820344,2,High Value Loyalists,0.0,10,16173.0,5,5,5,15
820370,3,Dormant Members,0.0,21,29340.0,5,2,2,9
820406,1,Frequent Redeemers,0.0,28,48510.0,5,2,4,11
820454,1,Frequent Redeemers,0.0,29,43345.0,5,2,4,11
820501,1,Frequent Redeemers,0.0,36,56722.0,5,4,3,12
820541,4,Seasonal Travelers,0.0,48,69345.0,5,1,1,7
820542,1,Frequent Redeemers,0.0,36,61557.0,5,4,3,12
821010,4,Seasonal Travelers,1.0,51,87801.0,5,1,1,7
821043,4,Seasonal Travelers,0.0,46,65747.0,5,1,1,7
821117,4,Seasonal Travelers,0.0,65,97792.0,5,1,1,7
821137,4,Seasonal Travelers,0.0,48,74287.0,5,1,1,7
821202,4,Seasonal Travelers,1.0,47,82111.0,5,1,1,7
821216,3,Dormant Members,2.0,30,43554.0,4,4,4,12
821296,4,Seasonal Travelers,0.0,41,64479.0,5,3,3,11
821314,3,Dormant Members,0.0,25,35297.0,5,2,2,9
821325,3,Dormant Members,1.0,22,25408.0,5,2,2,9
821379,3,Dormant Members,7.0,20,29572.0,4,2,2,8
821404,3,Dormant Members,4.0,21,31797.0,4,2,2,8
821419,2,High Value Loyalists,0.0,13,18277.0,5,5,5,15
821462,3,Dormant Members,2.0,18,35377.0,4,2,2,8
821515,2,High Value Loyalists,1.0,9,24261.0,5,5,2,12
821705,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
821712,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
821739,4,Seasonal Travelers,0.0,49,69734.0,5,1,1,7
821820,1,Frequent Redeemers,1.0,33,42120.0,5,4,2,11
821918,1,Frequent Redeemers,1.0,42,57659.0,5,3,3,11
821944,0,At Risk Premium,17.0,11,12193.0,4,5,5,14
822051,1,Frequent Redeemers,0.0,39,51063.0,5,3,4,12
822066,1,Frequent Redeemers,0.0,28,49763.0,5,2,4,11
822102,3,Dormant Members,2.0,22,31383.0,4,2,2,8
822122,1,Frequent Redeemers,0.0,34,51067.0,5,4,4,13
822205,2,High Value Loyalists,0.0,16,16275.0,5,2,5,12
822211,3,Dormant Members,2.0,28,35858.0,4,2,2,8
822305,1,Frequent Redeemers,1.0,41,53848.0,5,3,4,12
822507,1,Frequent Redeemers,0.0,30,50151.0,5,4,4,13
822555,4,Seasonal Travelers,0.0,45,71854.0,5,1,1,7
822653,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
822665,3,Dormant Members,5.0,22,35099.0,4,2,2,8
822694,4,Seasonal Travelers,0.0,47,70061.0,5,1,1,7
822696,1,Frequent Redeemers,0.0,34,42285.0,5,4,2,11
822723,0,At Risk Premium,12.0,8,7866.0,4,5,5,14
822727,4,Seasonal Travelers,6.0,40,71518.0,4,3,1,8
822749,4,Seasonal Travelers,0.0,56,83338.0,5,1,1,7
822765,1,Frequent Redeemers,1.0,34,57594.0,5,4,3,12
822811,0,At Risk Premium,9.0,20,35145.0,4,2,2,8
822901,2,High Value Loyalists,0.0,13,19640.0,5,5,5,15
822956,1,Frequent Redeemers,0.0,37,52404.0,5,3,4,12
822995,4,Seasonal Travelers,4.0,48,70494.0,4,1,1,6
823048,3,Dormant Members,1.0,18,17990.0,5,2,5,12
823112,4,Seasonal Travelers,0.0,53,72863.0,5,1,1,7
823113,1,Frequent Redeemers,0.0,30,56830.0,5,4,3,12
823208,1,Frequent Redeemers,1.0,32,46820.0,5,4,4,13
823212,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
823257,3,Dormant Members,8.0,10,22797.0,4,5,2,11
823319,3,Dormant Members,0.0,19,27152.0,5,2,2,9
823436,0,At Risk Premium,17.0,20,33676.0,4,2,2,8
823453,3,Dormant Members,3.0,19,26872.0,4,2,2,8
823567,3,Dormant Members,0.0,22,40526.0,5,2,2,9
823590,1,Frequent Redeemers,0.0,32,41070.0,5,4,2,11
823628,3,Dormant Members,0.0,21,34426.0,5,2,2,9
823663,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
823665,3,Dormant Members,4.0,30,47844.0,4,4,4,12
823740,1,Frequent Redeemers,0.0,32,48438.0,5,4,4,13
823761,1,Frequent Redeemers,0.0,42,60493.0,5,3,3,11
823768,1,Frequent Redeemers,0.0,38,53293.0,5,3,4,12
823789,3,Dormant Members,0.0,30,37256.0,5,4,2,11
823816,1,Frequent Redeemers,0.0,40,57975.0,5,3,3,11
823986,3,Dormant Members,0.0,18,31013.0,5,2,2,9
823998,1,Frequent Redeemers,0.0,29,44702.0,5,2,4,11
824076,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
824133,3,Dormant Members,1.0,27,35365.0,5,2,2,9
824163,1,Frequent Redeemers,0.0,39,58267.0,5,3,3,11
824216,1,Frequent Redeemers,2.0,43,56481.0,4,3,3,10
824259,4,Seasonal Travelers,0.0,51,89931.0,5,1,1,7
824315,1,Frequent Redeemers,1.0,33,60745.0,5,4,3,12
824351,4,Seasonal Travelers,1.0,47,64931.0,5,1,1,7
824360,1,Frequent Redeemers,0.0,27,46830.0,5,2,4,11
824414,3,Dormant Members,1.0,25,36043.0,5,2,2,9
824462,1,Frequent Redeemers,0.0,38,44428.0,5,3,4,12
824486,3,Dormant Members,1.0,18,24633.0,5,2,2,9
824610,1,Frequent Redeemers,1.0,36,52628.0,5,4,4,13
824668,3,Dormant Members,1.0,21,30223.0,5,2,2,9
824712,1,Frequent Redeemers,0.0,39,52484.0,5,3,4,12
824906,4,Seasonal Travelers,0.0,46,84672.0,5,1,1,7
824917,4,Seasonal Travelers,0.0,48,88576.0,5,1,1,7
824990,1,Frequent Redeemers,0.0,33,55627.0,5,4,3,12
825165,3,Dormant Members,1.0,24,37466.0,5,2,2,9
825217,3,Dormant Members,1.0,23,37501.0,5,2,2,9
825239,3,Dormant Members,1.0,31,39265.0,5,4,2,11
825254,3,Dormant Members,0.0,22,33159.0,5,2,2,9
825315,1,Frequent Redeemers,0.0,35,45865.0,5,4,4,13
825333,3,Dormant Members,1.0,18,25096.0,5,2,2,9
825336,1,Frequent Redeemers,1.0,38,64546.0,5,3,3,11
825464,1,Frequent Redeemers,2.0,35,62163.0,4,4,3,11
825465,1,Frequent Redeemers,1.0,35,58180.0,5,4,3,12
825484,4,Seasonal Travelers,0.0,42,71177.0,5,3,1,9
825490,1,Frequent Redeemers,1.0,31,56935.0,5,4,3,12
825517,4,Seasonal Travelers,0.0,59,78215.0,5,1,1,7
825569,1,Frequent Redeemers,0.0,32,42762.0,5,4,2,11
825593,4,Seasonal Travelers,0.0,53,76303.0,5,1,1,7
825730,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
825809,3,Dormant Members,0.0,14,25056.0,5,2,2,9
825920,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
826113,3,Dormant Members,0.0,21,33621.0,5,2,2,9
826136,1,Frequent Redeemers,2.0,41,61778.0,4,3,3,10
826149,1,Frequent Redeemers,0.0,32,48988.0,5,4,4,13
826166,3,Dormant Members,0.0,17,26887.0,5,2,2,9
826230,2,High Value Loyalists,1.0,2,4562.0,5,5,5,15
826271,3,Dormant Members,7.0,10,18135.0,4,5,5,14
826304,1,Frequent Redeemers,0.0,36,55163.0,5,4,3,12
826312,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
826556,2,High Value Loyalists,0.0,6,13276.0,5,5,5,15
826589,3,Dormant Members,0.0,28,39883.0,5,2,2,9
826697,0,At Risk Premium,21.0,2,1200.0,4,5,5,14
826930,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
826975,2,High Value Loyalists,3.0,13,10399.0,4,5,5,14
826984,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
827147,3,Dormant Members,0.0,29,42091.0,5,2,2,9
827164,1,Frequent Redeemers,2.0,34,51516.0,4,4,4,12
827172,4,Seasonal Travelers,2.0,43,72292.0,4,3,1,8
827190,1,Frequent Redeemers,0.0,32,45686.0,5,4,4,13
827194,1,Frequent Redeemers,1.0,28,50052.0,5,2,4,11
827215,1,Frequent Redeemers,0.0,37,56147.0,5,3,3,11
827275,3,Dormant Members,3.0,21,31282.0,4,2,2,8
827288,3,Dormant Members,1.0,11,22827.0,5,5,2,12
827309,3,Dormant Members,6.0,27,44929.0,4,2,4,10
827334,1,Frequent Redeemers,0.0,36,64662.0,5,4,3,12
827339,4,Seasonal Travelers,4.0,41,67682.0,4,3,1,8
827353,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
827546,4,Seasonal Travelers,0.0,47,57959.0,5,1,3,9
827668,0,At Risk Premium,16.0,14,23028.0,4,2,2,8
827677,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
827731,4,Seasonal Travelers,0.0,41,67278.0,5,3,1,9
827790,3,Dormant Members,5.0,17,29350.5,4,2,2,8
827815,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
827819,1,Frequent Redeemers,1.0,35,58141.0,5,4,3,12
828026,0,At Risk Premium,18.0,12,19878.0,4,5,2,11
828040,2,High Value Loyalists,0.0,8,15840.0,5,5,5,15
828076,4,Seasonal Travelers,0.0,43,66015.0,5,3,1,9
828109,1,Frequent Redeemers,3.0,32,49104.0,4,4,4,12
828136,4,Seasonal Travelers,0.0,47,67378.0,5,1,1,7
828182,4,Seasonal Travelers,3.0,42,72871.0,4,3,1,8
828232,1,Frequent Redeemers,1.0,35,47687.0,5,4,4,13
828328,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
828353,4,Seasonal Travelers,1.0,47,63793.0,5,1,3,9
828481,1,Frequent Redeemers,0.0,36,53203.0,5,4,4,13
828643,1,Frequent Redeemers,0.0,35,54998.0,5,4,3,12
828731,1,Frequent Redeemers,1.0,39,61932.0,5,3,3,11
828735,4,Seasonal Travelers,0.0,51,66765.0,5,1,1,7
828776,3,Dormant Members,0.0,31,30571.0,5,4,2,11
828816,1,Frequent Redeemers,0.0,32,44181.0,5,4,4,13
828817,4,Seasonal Travelers,4.0,48,77652.0,4,1,1,6
828852,1,Frequent Redeemers,0.0,37,58308.0,5,3,3,11
828862,2,High Value Loyalists,0.0,7,5392.0,5,5,5,15
828884,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
828895,4,Seasonal Travelers,0.0,57,79476.0,5,1,1,7
828918,3,Dormant Members,1.0,19,26253.0,5,2,2,9
828924,3,Dormant Members,0.0,16,24624.0,5,2,2,9
828959,1,Frequent Redeemers,1.0,31,41867.0,5,4,2,11
828967,4,Seasonal Travelers,0.0,44,67939.0,5,1,1,7
828988,4,Seasonal Travelers,0.0,43,72751.0,5,3,1,9
829003,1,Frequent Redeemers,0.0,44,54713.0,5,1,3,9
829162,4,Seasonal Travelers,0.0,42,64631.0,5,3,3,11
829263,1,Frequent Redeemers,0.0,32,44203.0,5,4,4,13
829291,1,Frequent Redeemers,0.0,38,60669.0,5,3,3,11
829316,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
829476,3,Dormant Members,1.0,24,40351.0,5,2,2,9
829505,1,Frequent Redeemers,2.0,33,47061.0,4,4,4,12
829588,1,Frequent Redeemers,0.0,35,54519.0,5,4,3,12
829627,3,Dormant Members,1.0,33,38093.0,5,4,2,11
829663,1,Frequent Redeemers,0.0,34,61102.0,5,4,3,12
829684,1,Frequent Redeemers,0.0,38,50997.0,5,3,4,12
829861,1,Frequent Redeemers,4.0,31,52384.0,4,4,4,12
829863,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
829886,4,Seasonal Travelers,0.0,46,63224.0,5,1,3,9
830024,3,Dormant Members,1.0,31,40015.0,5,4,2,11
830071,2,High Value Loyalists,0.0,8,12481.0,5,5,5,15
830171,4,Seasonal Travelers,3.0,43,63756.0,4,3,3,10
830223,4,Seasonal Travelers,0.0,47,59022.0,5,1,3,9
830225,1,Frequent Redeemers,3.0,37,63310.0,4,3,3,10
830385,1,Frequent Redeemers,3.0,31,49236.0,4,4,4,12
830394,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
830446,1,Frequent Redeemers,0.0,31,45897.0,5,4,4,13
830503,4,Seasonal Travelers,0.0,43,69343.0,5,3,1,9
830547,2,High Value Loyalists,0.0,10,12763.0,5,5,5,15
830564,4,Seasonal Travelers,1.0,44,77457.0,5,1,1,7
830673,3,Dormant Members,2.0,25,33658.0,4,2,2,8
830743,3,Dormant Members,0.0,25,37762.0,5,2,2,9
830777,1,Frequent Redeemers,0.0,31,52250.0,5,4,4,13
830811,1,Frequent Redeemers,0.0,41,54662.0,5,3,3,11
830818,3,Dormant Members,0.0,26,41600.0,5,2,2,9
830836,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
830903,2,High Value Loyalists,1.0,6,6676.0,5,5,5,15
830931,4,Seasonal Travelers,2.0,44,73631.0,4,1,1,6
830975,3,Dormant Members,2.0,26,26694.0,4,2,2,8
831035,4,Seasonal Travelers,0.0,52,85908.0,5,1,1,7
831087,1,Frequent Redeemers,0.0,40,58940.0,5,3,3,11
831180,4,Seasonal Travelers,0.0,45,68073.0,5,1,1,7
831253,1,Frequent Redeemers,5.0,34,48603.0,4,4,4,12
831341,2,High Value Loyalists,0.0,3,5217.0,5,5,5,15
831404,3,Dormant Members,1.0,24,41503.0,5,2,2,9
831424,3,Dormant Members,4.0,17,26445.0,4,2,2,8
831442,1,Frequent Redeemers,0.0,40,52995.0,5,3,4,12
831545,3,Dormant Members,2.0,12,23139.0,4,5,2,11
831644,2,High Value Loyalists,0.0,7,9526.0,5,5,5,15
831693,3,Dormant Members,0.0,19,22610.0,5,2,2,9
831696,1,Frequent Redeemers,2.0,44,59434.0,4,1,3,8
831780,2,High Value Loyalists,0.0,8,10168.0,5,5,5,15
831797,4,Seasonal Travelers,0.0,42,75429.0,5,3,1,9
831812,0,At Risk Premium,12.0,15,26968.0,4,2,2,8
831829,4,Seasonal Travelers,0.0,51,81531.0,5,1,1,7
831854,4,Seasonal Travelers,0.0,39,68170.5,5,3,1,9
831860,1,Frequent Redeemers,1.0,38,49057.0,5,3,4,12
831928,3,Dormant Members,7.0,10,19563.0,4,5,5,14
831948,3,Dormant Members,0.0,22,27510.0,5,2,2,9
831964,1,Frequent Redeemers,0.0,40,57772.0,5,3,3,11
831987,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
832046,2,High Value Loyalists,1.0,10,15157.0,5,5,5,15
832062,1,Frequent Redeemers,1.0,40,63018.0,5,3,3,11
832155,2,High Value Loyalists,0.0,7,13578.0,5,5,5,15
832301,1,Frequent Redeemers,0.0,35,54489.0,5,4,3,12
832367,4,Seasonal Travelers,2.0,38,68376.0,4,3,1,8
832431,1,Frequent Redeemers,1.0,38,53986.0,5,3,4,12
832566,4,Seasonal Travelers,3.0,41,70619.0,4,3,1,8
832597,1,Frequent Redeemers,0.0,37,50708.0,5,3,4,12
832625,1,Frequent Redeemers,1.0,34,55195.0,5,4,3,12
832663,3,Dormant Members,2.0,26,32148.0,4,2,2,8
832665,3,Dormant Members,0.0,23,38647.0,5,2,2,9
832745,1,Frequent Redeemers,0.0,37,50086.0,5,3,4,12
832810,2,High Value Loyalists,0.0,5,8720.0,5,5,5,15
832864,1,Frequent Redeemers,0.0,34,49740.0,5,4,4,13
832921,4,Seasonal Travelers,1.0,48,70569.0,5,1,1,7
832983,1,Frequent Redeemers,0.0,36,49446.0,5,4,4,13
833024,1,Frequent Redeemers,0.0,40,59881.0,5,3,3,11
833052,1,Frequent Redeemers,0.0,36,45574.0,5,4,4,13
833148,0,At Risk Premium,16.0,17,24984.0,4,2,2,8
833165,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
833169,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
833197,3,Dormant Members,0.0,24,43746.0,5,2,4,11
833221,3,Dormant Members,0.0,19,23271.0,5,2,2,9
833233,4,Seasonal Travelers,1.0,52,71426.0,5,1,1,7
833305,4,Seasonal Travelers,1.0,45,74081.0,5,1,1,7
833317,1,Frequent Redeemers,3.0,39,47097.0,4,3,4,11
833322,1,Frequent Redeemers,1.0,36,55326.0,5,4,3,12
833397,4,Seasonal Travelers,0.0,45,85952.0,5,1,1,7
833436,1,Frequent Redeemers,0.0,32,54871.0,5,4,3,12
833547,2,High Value Loyalists,2.0,2,3786.0,4,5,5,14
833569,3,Dormant Members,1.0,22,34592.0,5,2,2,9
833576,1,Frequent Redeemers,0.0,39,56860.0,5,3,3,11
833627,3,Dormant Members,6.0,14,24151.0,4,2,2,8
833679,3,Dormant Members,2.0,28,47540.0,4,2,4,10
833683,1,Frequent Redeemers,0.0,33,51553.0,5,4,4,13
833701,1,Frequent Redeemers,3.0,34,49776.0,4,4,4,12
833704,3,Dormant Members,1.0,28,44730.0,5,2,4,11
833728,1,Frequent Redeemers,1.0,34,55432.0,5,4,3,12
833754,2,High Value Loyalists,3.0,3,5691.0,4,5,5,14
833765,3,Dormant Members,1.0,32,37341.0,5,4,2,11
833783,4,Seasonal Travelers,0.0,46,74383.0,5,1,1,7
833793,3,Dormant Members,5.0,19,34022.0,4,2,2,8
833801,1,Frequent Redeemers,0.0,38,64210.0,5,3,3,11
833844,3,Dormant Members,1.0,22,32810.0,5,2,2,9
833891,4,Seasonal Travelers,0.0,45,65065.0,5,1,1,7
833998,1,Frequent Redeemers,1.0,37,54674.0,5,3,3,11
834012,2,High Value Loyalists,1.0,4,5426.0,5,5,5,15
834063,0,At Risk Premium,17.0,5,7320.0,4,5,5,14
834066,3,Dormant Members,4.0,23,38984.0,4,2,2,8
834081,1,Frequent Redeemers,1.0,41,53762.0,5,3,4,12
834120,4,Seasonal Travelers,0.0,48,69233.0,5,1,1,7
834270,1,Frequent Redeemers,2.0,37,56344.0,4,3,3,10
834286,1,Frequent Redeemers,2.0,46,56006.0,4,1,3,8
834304,4,Seasonal Travelers,0.0,44,72641.0,5,1,1,7
834306,1,Frequent Redeemers,0.0,46,53791.0,5,1,4,10
834453,1,Frequent Redeemers,0.0,30,44645.0,5,4,4,13
834522,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
834523,1,Frequent Redeemers,0.0,38,51272.0,5,3,4,12
834537,2,High Value Loyalists,2.0,1,542.0,4,5,5,14
834544,1,Frequent Redeemers,1.0,36,49360.0,5,4,4,13
834550,3,Dormant Members,1.0,29,37442.0,5,2,2,9
834571,1,Frequent Redeemers,2.0,33,46398.0,4,4,4,12
834576,1,Frequent Redeemers,0.0,38,51537.0,5,3,4,12
834615,4,Seasonal Travelers,0.0,53,84879.0,5,1,1,7
834726,4,Seasonal Travelers,0.0,42,70284.0,5,3,1,9
834733,1,Frequent Redeemers,2.0,40,56502.0,4,3,3,10
834760,4,Seasonal Travelers,0.0,52,67319.0,5,1,1,7
834790,2,High Value Loyalists,1.0,7,9324.0,5,5,5,15
834799,1,Frequent Redeemers,0.0,30,44894.0,5,4,4,13
834891,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
834943,1,Frequent Redeemers,2.0,31,53934.0,4,4,4,12
835009,1,Frequent Redeemers,0.0,39,58073.0,5,3,3,11
835062,1,Frequent Redeemers,1.0,42,60130.0,5,3,3,11
835133,2,High Value Loyalists,2.0,10,17109.0,4,5,5,14
835149,1,Frequent Redeemers,2.0,30,51377.0,4,4,4,12
835240,3,Dormant Members,0.0,25,33732.0,5,2,2,9
835295,0,At Risk Premium,22.0,7,12902.0,4,5,5,14
835377,3,Dormant Members,0.0,24,34523.0,5,2,2,9
835440,3,Dormant Members,8.0,21,25867.0,4,2,2,8
835484,3,Dormant Members,2.0,25,36448.0,4,2,2,8
835491,1,Frequent Redeemers,0.0,32,45600.0,5,4,4,13
835508,3,Dormant Members,1.0,25,30310.0,5,2,2,9
835566,0,At Risk Premium,16.0,12,15324.0,4,5,5,14
835683,4,Seasonal Travelers,0.0,45,66816.0,5,1,1,7
835693,1,Frequent Redeemers,2.0,37,55152.0,4,3,3,10
835760,1,Frequent Redeemers,0.0,35,36207.0,5,4,2,11
835764,1,Frequent Redeemers,0.0,34,42894.0,5,4,2,11
835779,1,Frequent Redeemers,0.0,32,54442.0,5,4,3,12
835785,1,Frequent Redeemers,0.0,39,50551.0,5,3,4,12
835796,4,Seasonal Travelers,1.0,48,69185.0,5,1,1,7
835920,1,Frequent Redeemers,1.0,27,52747.5,5,2,4,11
835973,1,Frequent Redeemers,0.0,37,61708.0,5,3,3,11
835975,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
836112,4,Seasonal Travelers,0.0,42,66320.0,5,3,1,9
836226,1,Frequent Redeemers,0.0,34,50493.0,5,4,4,13
836295,0,At Risk Premium,21.0,5,10276.0,4,5,5,14
836343,1,Frequent Redeemers,2.0,33,43962.0,4,4,4,12
836374,1,Frequent Redeemers,0.0,34,55099.0,5,4,3,12
836405,1,Frequent Redeemers,0.0,31,51271.0,5,4,4,13
836443,4,Seasonal Travelers,1.0,43,70952.0,5,3,1,9
836475,1,Frequent Redeemers,0.0,42,61170.0,5,3,3,11
836486,1,Frequent Redeemers,0.0,37,54155.0,5,3,3,11
836523,1,Frequent Redeemers,0.0,41,52885.0,5,3,4,12
836550,1,Frequent Redeemers,0.0,35,53213.0,5,4,4,13
836603,2,High Value Loyalists,0.0,6,8074.0,5,5,5,15
836622,3,Dormant Members,1.0,17,22932.0,5,2,2,9
836665,4,Seasonal Travelers,0.0,45,76071.0,5,1,1,7
836706,4,Seasonal Travelers,0.0,42,63170.0,5,3,3,11
836713,3,Dormant Members,2.0,24,34990.0,4,2,2,8
836720,4,Seasonal Travelers,0.0,54,72543.0,5,1,1,7
836964,1,Frequent Redeemers,2.0,41,57607.0,4,3,3,10
836984,2,High Value Loyalists,0.0,4,5635.0,5,5,5,15
837012,4,Seasonal Travelers,0.0,44,71521.0,5,1,1,7
837031,1,Frequent Redeemers,2.0,40,60754.0,4,3,3,10
837175,4,Seasonal Travelers,0.0,45,72712.0,5,1,1,7
837215,1,Frequent Redeemers,4.0,34,55083.0,4,4,3,11
837237,1,Frequent Redeemers,3.0,31,47875.0,4,4,4,12
837269,1,Frequent Redeemers,0.0,29,50938.0,5,2,4,11
837273,2,High Value Loyalists,0.0,3,5847.0,5,5,5,15
837327,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
837360,1,Frequent Redeemers,0.0,33,44573.0,5,4,4,13
837408,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
837517,3,Dormant Members,0.0,18,19982.0,5,2,2,9
837526,3,Dormant Members,3.0,13,26176.0,4,5,2,11
837580,3,Dormant Members,1.0,29,37102.0,5,2,2,9
837615,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
837628,1,Frequent Redeemers,0.0,33,48258.0,5,4,4,13
837641,1,Frequent Redeemers,0.0,32,42889.0,5,4,2,11
837646,3,Dormant Members,8.0,16,26117.0,4,2,2,8
837704,2,High Value Loyalists,0.0,5,8020.0,5,5,5,15
837705,1,Frequent Redeemers,0.0,36,56574.0,5,4,3,12
837733,1,Frequent Redeemers,0.0,39,55348.0,5,3,3,11
837810,1,Frequent Redeemers,1.0,33,49061.0,5,4,4,13
837833,4,Seasonal Travelers,1.0,47,77982.0,5,1,1,7
837932,4,Seasonal Travelers,0.0,45,71638.0,5,1,1,7
838008,3,Dormant Members,0.0,27,38300.0,5,2,2,9
838032,3,Dormant Members,0.0,24,27142.0,5,2,2,9
838160,1,Frequent Redeemers,0.0,46,52854.0,5,1,4,10
838232,4,Seasonal Travelers,0.0,48,74239.0,5,1,1,7
838263,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
838270,4,Seasonal Travelers,2.0,49,72683.0,4,1,1,6
838283,4,Seasonal Travelers,0.0,51,75347.0,5,1,1,7
838482,4,Seasonal Travelers,0.0,41,68873.0,5,3,1,9
838553,0,At Risk Premium,9.0,7,7557.0,4,5,5,14
838584,1,Frequent Redeemers,1.0,37,57228.0,5,3,3,11
838589,0,At Risk Premium,19.0,9,15494.0,4,5,5,14
838634,4,Seasonal Travelers,0.0,44,63777.0,5,1,3,9
838650,1,Frequent Redeemers,0.0,32,45018.0,5,4,4,13
838657,1,Frequent Redeemers,0.0,36,55893.0,5,4,3,12
838771,1,Frequent Redeemers,0.0,31,46444.0,5,4,4,13
838784,0,At Risk Premium,12.0,14,20138.0,4,2,2,8
838845,3,Dormant Members,8.0,11,12141.0,4,5,5,14
838881,1,Frequent Redeemers,0.0,36,51061.0,5,4,4,13
838885,4,Seasonal Travelers,0.0,55,78800.0,5,1,1,7
838938,3,Dormant Members,0.0,29,39504.0,5,2,2,9
838993,3,Dormant Members,6.0,16,25090.0,4,2,2,8
839115,1,Frequent Redeemers,2.0,32,49929.0,4,4,4,12
839132,4,Seasonal Travelers,0.0,46,81214.5,5,1,1,7
839263,4,Seasonal Travelers,0.0,57,59744.0,5,1,3,9
839295,3,Dormant Members,0.0,23,29494.0,5,2,2,9
839328,3,Dormant Members,3.0,33,40856.0,4,4,2,10
839356,4,Seasonal Travelers,0.0,50,69351.0,5,1,1,7
